Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
DHT,DHT Holdings Inc,Energy,10.7,0.090175809,7.75,0.772587203,0.964881159,1740.355,10.59325335,0.95532788,0.639073063,11.38,6.85
DHX,DHI Group Inc,Industrials,2.81,0,N/A,N/A,0,133.029295,75.67081608,0,1.553481659,6.56,2.68
DIBS,1stdibs.com Inc,N/A,3.59,0,N/A,N/A,0,139.222871,N/A,0,1.143477823,7.47,3.45
DICE,DICE Therapeutics Inc,N/A,47.55,0,N/A,N/A,0,0,0,N/A,,,
DIN,Dine Brands Global Inc,Consumer Cyclical,46.35,0.043434307,N/A,N/A,2.01318012,720.801643,9.493100694,0.40752634,0.830578863,80.34,45.37
DIOD,"Diodes, Inc.",Technology,77.54,0,N/A,N/A,0,3562.093466,10.74191277,0,1.706810255,97.45,67.33
DJCO,Daily Journal Corporation,Communication Services,303.5,0,N/A,N/A,0,417.927391,0,N/A,,315.5,250
DK,Delek US Holdings Inc,Energy,25.89,0.034111719,N/A,N/A,0.883152405,1678.135793,0,N/A,0.679605741,34.47,19.03
DLTH,Duluth Holdings Inc,Consumer Cyclical,5.36,0,N/A,N/A,0,167.297006,N/A,0,0.96573903,9.23,5.11
DLX,Deluxe Corp.,Communication Services,17.97,0.065162131,0,0,1.170963496,783.789511,14.85209314,0.967738427,1.358740933,21.27,13.15
DM,Desktop Metal Inc,N/A,1.2,0,N/A,N/A,0,387.684452,N/A,0,2.05397686,2.7,1.13
DMRC,Digimarc Corporation,Technology,28.25,0,N/A,N/A,0,574.497452,N/A,0,1.770450279,38.35,13.7
DNLI,Denali Therapeutics Inc,Healthcare,20.76,0,N/A,N/A,0,2852.424,N/A,0,1.316410844,34.78,19.57
DNMR,Danimer Scientific Inc,N/A,1.66,0,N/A,N/A,0,169.378543,N/A,0,1.994187533,4.59,1.57
DNOW,NOW Inc,Energy,11.8,0,N/A,N/A,0,1259.284224,9.259442821,0,1.242044524,14.86,8.83
DNUT,Krispy Kreme Inc,N/A,11.7,0.011903351,N/A,N/A,0.139269203,1967.94,N/A,N/A,0.710729179,16.15,10.11
DO,"Diamond Offshore Drilling, Inc.",Energy,14.09,0,N/A,N/A,0,1441.717008,N/A,0,1.289366969,17.32,8.09
DOC,Physicians Realty Trust,Real Estate,11.61,0.079242033,0,0,0.896143766,2768.455538,28.50287286,2.258426829,0.775940421,15.53,11.35
DOCN,DigitalOcean Holdings Inc,N/A,22.94,0,N/A,N/A,0,2038.167591,N/A,0,1.844424969,51.69,21.76
DOMA,Doma Holdings Inc,N/A,4.28,0,N/A,N/A,0,57.509996,N/A,0,1.248170581,23.6,3.86
DOMO,Domo Inc.,Technology,8.84,0,N/A,N/A,0,290.121277,N/A,0,1.828259816,20.18,8.8
DOOR,Masonite International Corp,Industrials,83.94,0,N/A,N/A,0,1846.96783,10.56182711,0,1.346988702,109.58,65.71
DORM,Dorman Products Inc,Consumer Cyclical,76.55,0,N/A,N/A,0,2410.418954,27.74103987,0,0.948002797,102.25,73.32
DOUG,Douglas Elliman Inc,N/A,2.09,0.045194817,N/A,N/A,0.094457167,185.241547,N/A,N/A,1.490936678,4.94,2.02
DRH,Diamondrock Hospitality Co.,Real Estate,7.93,0.015045979,N/A,N/A,0.119314615,1662.343672,19.5369877,0.300087059,1.205044062,9.9,7.06
DRQ,"Dril-Quip, Inc.",Energy,25.97,0,N/A,N/A,0,887.536411,42.78314825,0,0.818263279,35.95,20.91
DSEY,Diversey Holdings Ltd,N/A,8.39,0,N/A,N/A,0,0,0,N/A,,,
DSGN,Design Therapeutics Inc,N/A,2.14,0,N/A,N/A,0,119.811446,0,N/A,1.271461052,16.63,1.94
DSGR,Distribution Solutions Group Inc,N/A,31.67,0,N/A,N/A,0,739.486107,N/A,0,1.310791636,32.87,13.12
DSKE,Daseke Inc,Industrials,4.63,0,N/A,N/A,0,212.299376,12.13139292,0,1.364544546,9.57,4.49
DSP,Viant Technology Inc,N/A,5.42,0,N/A,N/A,0,83.156691,N/A,0,1.223626624,7.21,3.15
DTC,Solo Brands Inc,N/A,4.23,0,N/A,N/A,0,243.96374,13.95913142,0,1.027178007,8.86,3.39
DUOL,Duolingo Inc,N/A,160.1,0,N/A,N/A,0,5663.509162,N/A,0,1.379869327,179.84,64.73
DVAX,Dynavax Technologies Corp.,Healthcare,14.24,0,N/A,N/A,0,1834.074364,16.59961049,0,1.271433276,15.12,9.42
DX,"Dynex Capital, Inc.",Real Estate,11.49,0.135770235,0,0,1.473587322,622.807625,405.2099059,48.63324494,1.003117855,13.78,9.46
DXLG,Destination XL Group Inc,Consumer Cyclical,4.11,0,N/A,N/A,0,248.201523,6.637646703,0,1.341388995,7.57,3.69
DXPE,"DXP Enterprises, Inc.",Industrials,32.69,0,N/A,N/A,0,546.809357,9.489264138,0,1.105395496,39.89,22.06
DY,"Dycom Industries, Inc.",Industrials,83.42,0,N/A,N/A,0,2446.993146,12.83904269,0,0.921377855,122.13,77.33
DYN,Dyne Therapeutics Inc,N/A,8.16,0,N/A,N/A,0,497.927166,0,N/A,1.005718245,15.6,7.39
DZSI,DZS Inc,Technology,1.64,0,N/A,N/A,0,51.102036,N/A,0,1.157873697,16.25,1.58
EAF,GrafTech International Ltd.,Industrials,3.42,0.008766726,0,-0.34819721,0.029982204,878.283018,6.831591123,0.059916476,1.392940522,6.73,3.32
EAT,"Brinker International, Inc.",Consumer Cyclical,30.37,0,N/A,N/A,0,1341.801418,13.07798653,0,1.297451767,42.12,26.71
EB,Eventbrite Inc,Technology,8.4,0,N/A,N/A,0,693,N/A,0,1.65515724,11.91,5.3
EBC,Eastern Bankshares Inc.,N/A,11.76,0.033279664,N/A,N/A,0.391368845,2074.189698,N/A,N/A,1.062126724,20.6,9.61
EBF,Ennis Inc.,Industrials,21.42,0.046685341,0,0.021295688,0.982305004,554.236053,12.04232689,0.554974578,0.567952429,22.4,18.49
EBIX,Ebix Inc.,Technology,6.49,0.011556241,N/A,N/A,0.075000003,200.550346,5.988007453,0.068807342,2.893885768,32.87,5.42
EBS,Emergent Biosolutions Inc,Healthcare,2.52,0,N/A,N/A,0,130.553708,N/A,0,2.13886393,21.88,2.48
EBTC,"Enterprise Bancorp, Inc.",Financial Services,26.84,0.034277198,N/A,N/A,0.876793353,328.597208,0,N/A,0.865847127,35.35,25.45
ECPG,"Encore Capital Group, Inc.",Financial Services,47.13,0,N/A,N/A,0,1106.852197,334.6997876,0,0.834334868,58.46,42.5
ECVT,Ecovyst Inc,N/A,9.34,0,N/A,N/A,0,1089.451999,15.29527713,0,0.942080999,12.35,8.2
EDIT,Editas Medicine Inc,Healthcare,7.05,0,N/A,N/A,0,575.509964,N/A,0,1.701990729,14.23,6.33
EE,Excelerate Energy Inc,Utilities,15.21,0.006562325,N/A,N/A,0.099812961,399.32588,27.9855547,0.183749928,1.056087217,31.02,14.88
EFC,Ellington Financial Inc,Financial Services,12.57,0.143198091,0,0,1.690504634,854.974997,27.35219775,3.487733926,0.985046435,13.73,9.97
EFSC,Enterprise Financial Services Corp.,Financial Services,36.66,0.026556569,0.086956522,0.139723049,0.973563815,1370.501986,6.485526417,0.172617698,0.903905608,54.68,35.28
EGAN,eGain Corp,Technology,6.08,0,N/A,N/A,0,190.298929,90.23182991,0,1.000844279,10.35,5.61
EGBN,Eagle Bancorp Inc (MD),Financial Services,19.24,0.06818879,N/A,N/A,1.311952318,575.390189,4.345322237,0.311627629,1.020337016,46.64,16.12
EGHT,8X8 Inc.,Technology,2.38,0,N/A,N/A,0,285.470797,N/A,0,2.404839876,6.49,2.33
EGIO,Edgio Inc,N/A,0.8484,0,N/A,N/A,0,190.85285,N/A,0,0.484932725,3.06,0.45
EGLE,Eagle Bulk Shipping Inc,Industrials,42.76,0.040961233,N/A,N/A,1.751502331,424.991212,3.491806101,0.222554299,0.795443344,65.28,38.66
EGRX,Eagle Pharmaceuticals Inc,Healthcare,13.43,0,N/A,N/A,0,174.415021,14.59784236,0,1.035791422,40.85,12.36
EGY,"VAALCO Energy, Inc.",Energy,4.17,0.051780582,N/A,N/A,0.215925027,444.004144,12.96324616,0.595326789,0.980204663,5.45,3.41
EHTH,eHealth Inc,Financial Services,8.19,0,N/A,N/A,0,230.047288,N/A,0,1.432341631,10.57,2.67
EIG,Employers Holdings Inc,Financial Services,39.9,0.026620573,0.076923077,0.049414523,1.062160866,1039.946139,8.332901752,0.231912853,0.573232933,45.19,33.38
EIGR,Eiger BioPharmaceuticals Inc,Healthcare,0.2505,0,N/A,N/A,0,11.096252,0,N/A,1.147253162,6.03,0.2306
ELF,e.l.f. Beauty Inc,Consumer Defensive,101.39,0,N/A,N/A,0,5538.08007,55.35976399,0,0.984206657,139.85,39.86
ELME,Elme Communities,N/A,13.95,0.050029294,N/A,N/A,0.697908648,1225.137323,N/A,N/A,0.912545011,19.38,13.19
EMBC,Embecta Corp,N/A,15.3,0.038569659,N/A,N/A,0.590115779,876.744407,3.921039386,0.151700714,1.125868992,35.45,12.72
EME,"Emcor Group, Inc.",Industrials,202.02,0.004150479,0.2,0.176079023,0.838479784,9605.190395,19.83969594,0.083347891,0.870629781,227.3,123.11
ENFN,Enfusion Inc,N/A,8.71,0,N/A,N/A,0,733.632604,130.8422693,0,0.766218952,14.61,7.37
ENOB,Enochian Biosciences Inc,Healthcare,0.7,0,N/A,N/A,0,40.798514,0,N/A,1.377727816,2.99,0.3928
ENR,Energizer Holdings Inc,Industrials,30.96,0.038263915,0,0,1.184650796,2213.181947,N/A,N/A,0.919369245,37,25.26
ENS,Enersys,Industrials,93.15,0.008027933,0.285714286,0.051547497,0.747801931,3822.868082,18.06400863,0.146340887,1.426793418,113.07,57.99
ENSG,Ensign Group Inc,Healthcare,95.64,0.002404852,0,0.038950477,0.229608857,5375.049581,22.34994316,0.054409682,0.619525995,103.91,81.91
ENTA,Enanta Pharmaceuticals Inc,Healthcare,9.63,0,N/A,N/A,0,202.763425,N/A,0,1.065294042,62.06,9.44
ENV,Envestnet Inc.,Technology,41.83,0,N/A,N/A,0,2281.164791,N/A,0,1.132888741,69.22,38.35
ENVA,Enova International Inc.,Financial Services,49.7,0,N/A,N/A,0,1530.131146,7.588129542,0,1.329906219,58.64,29.83
ENVX,Enovix Corporation,N/A,10.18,0,N/A,N/A,0,1630.092239,N/A,0,2.391556748,23.9,6.5
EOLS,Evolus Inc,Healthcare,8.14,0,N/A,N/A,0,463.748523,N/A,0,0.657987527,11.49,6.51
EP,Empire Petroleum Corporation,N/A,9.39,0,N/A,N/A,0,213.376294,0,N/A,0.794018834,16.95,8
EPAC,Enerpac Tool Group Corp,Industrials,25.9,0.001544402,N/A,N/A,0.039999999,1453.086452,42.28513711,0.066923204,0.814818425,28.93,21.58
EPC,Edgewell Personal Care Co,Consumer Defensive,34.75,0.017168619,N/A,N/A,0.596609508,1765.713212,15.07867816,0.263986508,0.7203201,45.78,33.71
EPRT,Essential Properties Realty Trust Inc,Real Estate,21.3,0.05258216,0.037037037,0.059223841,1.08968758,3322.982136,19.86372168,0.947554417,0.820759566,25.81,17.99
EQBK,Equity Bancshares Inc,Financial Services,23.85,0.009203445,N/A,N/A,0.219502161,367.579515,0,N/A,0.909596361,37.25,20.22
EQC,Equity Commonwealth,Real Estate,18.54,0,N/A,N/A,0,2034.402673,32.01464565,0,0.426645444,22.89,18.1
EQRX,EQRx Inc,N/A,2.32,0,N/A,N/A,0,1130.802802,0,N/A,0.811811306,5.71,1.58
ERAS,Erasca Inc,N/A,2.34,0,N/A,N/A,0,353.440896,0,N/A,1.62340855,9.25,1.82
ERII,Energy Recovery Inc,Industrials,19.51,0,N/A,N/A,0,1100.492805,104.2824604,0,1.230544849,30.76,17.32
ESE,"Esco Technologies, Inc.",Technology,102.19,0.003127746,0,0,0.319624357,2634.720113,28.76708862,0.090545144,0.997983107,109.49,75.05
ESGR,Enstar Group Limited,Financial Services,238,0,N/A,N/A,0,3815.47439,12.15119232,0,0.714374758,271.39,184.06
ESMT,Engagesmart Inc,N/A,20.69,0,N/A,N/A,0,3462.687979,172.1274534,0,1.049828607,21.84,15.01
ESNT,Essent Group Ltd,Financial Services,47.86,0.020318376,N/A,N/A,0.972437489,5120.466212,7.659898863,0.156089485,0.991158179,53.39,34.57
ESPR,Esperion Therapeutics Inc.,Healthcare,0.83,0,N/A,N/A,0,88.805243,0,N/A,0.291437875,8.87,0.7
ESQ,Esquire Financial Holdings Inc,Financial Services,45.64,0.009805644,N/A,N/A,0.447529584,374.36356,9.821432969,0.09728904,1.042055074,53.76,34.47
ESRT,Empire State Realty Trust Inc,Real Estate,7.84,0.017857143,N/A,N/A,0.13905828,1255.273439,26.93951066,0.794618744,1.251754655,9.04,5.34
ESTE,Earthstone Energy Inc,Energy,21.52,0,N/A,N/A,0,2288.244304,0,N/A,1.238576185,21.98,11.32
ETD,"Ethan Allen Interiors, Inc.",N/A,29.03,0.049603858,0.125,0.113824179,1.33759652,737.17586,6.967174758,0.323873249,0.710806666,35.81,20.82
ETRN,Equitrans Midstream Corporation,Energy,9.51,0.061122129,N/A,N/A,0.581271447,4120.31211,N/A,N/A,1.08297133,10.32,4.39
ETWO,E2open Parent Holdings Inc,N/A,2.45,0,N/A,N/A,0,743.09356,0,N/A,1.44827128,7.21,2.15
EVBG,Everbridge Inc,Technology,20.58,0,N/A,N/A,0,838.855165,N/A,0,1.882058009,36.41,19.9
EVC,Entravision Communications Corp.,Communication Services,3.75,0.045943469,1,0,0.172288008,294.915045,37.72739478,1.944559904,1.472283567,7.09,3.42
EVCM,EverCommerce Inc,N/A,9.91,0,N/A,N/A,0,1870.420268,N/A,0,1.284288684,13.47,5.87
EVER,EverQuote Inc,Communication Services,7.25,0,N/A,N/A,0,201.274573,N/A,0,1.247235834,18.86,5.23
EVGO,EVgo Inc,N/A,2.87,0,N/A,N/A,0,292.8835,N/A,0,1.865181677,8.16,2.82
EVH,Evolent Health Inc,Healthcare,28,0,N/A,N/A,0,3170.845496,N/A,0,1.054129266,36.7,21.83
EVLV,Evolv Technologies Holdings Inc,N/A,3.77,0,N/A,N/A,0,565.480453,N/A,0,2.216433345,8.3,1.98
EVRI,Everi Holdings Inc,Consumer Cyclical,11.71,0,N/A,N/A,0,1030.397808,9.207543764,0,1.142914639,19.85,11.52
EVTC,Evertec Inc,Technology,36.52,0.00546544,N/A,N/A,0.19959786,2367.924261,10.53679881,0.058533097,1.014017897,41.98,30.05
EWCZ,European Wax Center Inc,N/A,14.89,0,N/A,N/A,0,749.458042,94.53305278,0,0.920271579,20.7,12.02
EWTX,Edgewise Therapeutics Inc,N/A,6.71,0,N/A,N/A,0,425.81197,0,N/A,0.969684836,11.48,5.49
EXLS,ExlService Holdings Inc,Technology,29.12,0,N/A,N/A,0,965.16519,5.632942052,0,0.985069057,38.24,27.16
EXPI,eXp World Holdings Inc,Real Estate,14.29,0.012879355,N/A,N/A,0.184045989,2194.775178,271.7651285,3.559883722,2.119675334,25.33,9.86
EXPO,Exponent Inc.,Industrials,87.87,0.011835666,0.083333333,0.148698355,1.013663574,4468.096358,43.87454936,0.514550037,0.927171854,111.51,84.03
EXPR,Express Inc.,Consumer Cyclical,8.4,0,N/A,N/A,0,31.459898,0.173591966,0,1.855944961,42.8,7.36
EXTR,Extreme Networks Inc.,Technology,22.92,0,N/A,N/A,0,2968.824804,38.02578072,0,1.313496183,32.73,13.47
EYE,National Vision Holdings Inc,Consumer Cyclical,13.91,0,N/A,N/A,0,1087.174831,41.6143476,0,1.385327323,43.82,13.71
EYPT,EyePoint Pharmaceuticals Inc,Healthcare,8.1,0,N/A,N/A,0,283.370756,0,N/A,0.896585031,15.63,2.19
EZPW,"EZCorp, Inc.",Financial Services,8.06,0,N/A,N/A,0,419.938727,11.81361934,0,0.69676725,10.68,7.05
FA,First Advantage Corp.,N/A,13.87,0,N/A,N/A,0,2013.766922,0,N/A,1.15256662,14.69,9.07
FARO,Faro Technologies Inc.,Technology,13.68,0,N/A,N/A,0,259.229543,N/A,0,1.369990843,36.74,10.3
FATE,Fate Therapeutics Inc,Healthcare,1.7,0,N/A,N/A,0,167.556134,N/A,0,1.295543055,23.96,1.66
FBIZ,First Business Financial Services Inc,Financial Services,30.25,0.02850943,0.151898734,0.101972288,0.862410259,251.542816,6.905205234,0.193365529,0.758537173,38.4,24.22
FBK,FB Financial Corp,Financial Services,27.68,0.020810232,0.153846154,0.133966578,0.57602721,1295.386328,9.144721134,0.190737487,1.180693716,43.5,24.09
FBMS,First Bancshares Inc Miss,Financial Services,26.49,0.031799541,0.210526316,0.356911635,0.842369845,823.727557,11.70283655,0.330341116,1.060008535,34.52,22.09
FBNC,First Bancorp,Financial Services,27.3,0.039351771,0,0.128881321,1.074303359,1121.570759,9.32877606,0.34322791,0.942454741,47.01,25.47
FBP,First Bancorp PR,Financial Services,13.57,0.039179786,0.166666667,0.360822108,0.531669697,2419.509872,8.368242215,0.336499808,1.205795546,15.59,9.95
FBRT,Franklin BSP Realty Trust Inc.,N/A,12.6,0.108327706,N/A,N/A,1.3649291,1035.853862,8.816903114,0.961217676,1.176945959,14.32,10.21
FC,Franklin Covey Co.,Industrials,40.05,0,N/A,N/A,0,528.833336,31.95946917,0,0.672656534,54.7,34.36
FCBC,First Community Bankshares Inc.,Financial Services,30.35,0.037418262,0,0.066683901,1.135644237,570.242538,11.99752868,0.402710722,0.722383413,37.91,21.89
FCEL,Fuelcell Energy Inc,Industrials,1.29,0,N/A,N/A,0,524.721211,N/A,0,2.590065627,4.36,1.13
FCF,First Commonwealth Financial Corp.,Financial Services,12.18,0.039685475,0.041666667,0.067907166,0.483369089,1247.307699,8.740401235,0.328822509,0.986095919,16.21,11.23
FCFS,FirstCash Holdings Inc,Financial Services,99.65,0.01334128,0.060606061,0.069610376,1.329458518,4495.003431,19.37919134,0.265891704,0.623943771,104.57,78.39
FCPT,Four Corners Property Trust Inc,Real Estate,21.55,0.063573086,0.022556391,0.034113514,1.331243286,1951.693981,20.73270567,1.199318276,0.623891543,28.1,21.35
FCUV,Focus Universal Inc,Technology,1.94,0,N/A,N/A,0,125.754325,0,N/A,1.861344381,9.6,1.4
FDMT,4D Molecular Therapeutics Inc,N/A,10.46,0,N/A,N/A,0,439.874171,N/A,0,1.143240828,26.49,6.58
FDP,Fresh Del Monte Produce Inc,Consumer Defensive,25.35,0.027352777,N/A,N/A,0.693392885,1219.846715,8.820294397,0.240761418,0.421886904,31.86,24.17
FEAM,5E Advanced Materials Inc,N/A,3.1,0,N/A,N/A,0,137.077059,0,N/A,1.638196141,14.37,2.17
FELE,"Franklin Electric Co., Inc.",Industrials,86.56,0.010397412,0.153846154,0.133966578,0.864616932,4004.33632,19.93893502,0.202013302,0.967252997,106.87,76.67
FF,Futurefuel Corp,Basic Materials,6.81,0.034847281,0,0,0.237309985,298.027685,7.106896026,0.247662268,1.221353459,10.22,6.04
FFBC,First Financial Bancorp,Financial Services,19.23,0.046408277,0,0.028346722,0.892431166,1829.245039,7.01233622,0.324520424,1.046530617,25.29,17.19
FFIC,Flushing Financial Corp.,Financial Services,12.24,0.068706694,0,0.019244876,0.840969936,354.518577,7.467164662,0.539083292,1.06738179,19.64,8.65
FFIE,Faraday Future Intelligent Electric Inc,N/A,1.05,0,N/A,N/A,0,690.443714,0,N/A,1.907077318,105.6,1.01
FFIN,"First Financial Bankshares, Inc.",Financial Services,23.91,0.030112923,0.058823529,-0.030359734,0.690858491,3412.941996,15.41179497,0.445715155,1.080347646,44.56,23.71
FFWM,First Foundation Inc,Financial Services,5.71,0.045106823,N/A,N/A,0.257559958,322.29395,0,N/A,1.621722682,18.89,3.68
FGBI,First Guaranty Bancshares Inc,Financial Services,10.53,0.058646071,0,0,0.617543132,120.369304,0,N/A,0.775411751,23.51,10.48
FGEN,FibroGen Inc,Healthcare,0.595,0,N/A,N/A,0,58.43505,N/A,0,1.329524947,25.69,0.59
FHI,Federated Hermes Inc,Financial Services,33.05,0.032902527,-0.87037037,-0.335429811,1.08742851,2917.856134,11.45420695,0.36247617,0.672381978,44.84,29.94
FHTX,Foghorn Therapeutics Inc,N/A,3.49,0,N/A,N/A,0,146.098987,N/A,0,1.061727832,9.97,3.32
FIBK,First Interstate BancSystem Inc.,Financial Services,22.98,0.078017029,0.146341463,0.086794002,1.792831336,2413.320741,8.186298307,0.638018269,0.914888542,42.49,20.36
FIGS,Figs Inc,N/A,6.24,0,N/A,N/A,0,1002.88032,72.01495907,0,1.834354503,10.2,5.31
FISI,Financial Institutions Inc.,Financial Services,16.46,0.07290401,0.034482759,0.045639553,1.13646712,253.513628,4.976124288,0.343343541,0.859037963,24.4,12.91
FIX,"Comfort Systems USA, Inc.",Industrials,158.84,0.004713756,0.607142857,0.201124434,0.748733016,5681.585923,23.32045562,0.110432598,1.072365872,192.33,102.29
FIZZ,National Beverage Corp.,Consumer Defensive,45.23,0,N/A,N/A,0,4222.408024,27.00768208,0,0.70359277,55.12,40.11
FL,Foot Locker Inc,Consumer Cyclical,20.86,0.074839463,0,0.030025981,1.5611512,1964.159869,13.45314979,1.013734545,1.179652351,45.15,14.56
FLGT,Fulgent Genetics Inc,Healthcare,24.9,0,N/A,N/A,0,745.178465,N/A,0,1.203521663,44.09,24.31
FLIC,First Of Long Island Corp.,Financial Services,10.55,0.079620853,0,0.043167564,0.811652995,238.142681,6.661706426,0.513704427,0.947540758,18.07,8.34
FLL,"Full House Resorts, Inc.",Consumer Cyclical,4.14,0,N/A,N/A,0,143.151628,0,N/A,1.441736998,10.13,3.95
FLNC,Fluence Energy Inc,N/A,20.7,0,N/A,N/A,0,2453.096577,N/A,0,2.387695722,31.32,11.9
FLNG,Flex Lng Ltd,Energy,30.75,0.09451735,N/A,N/A,2.906408513,1676.499994,0,N/A,0.862403716,36.18,27.54
FLR,Fluor Corporation,Industrials,36.15,0,N/A,N/A,0,5182.765636,N/A,0,1.084432924,38.87,25.69
FLWS,1-800 Flowers.com Inc.,Consumer Cyclical,6.9,0,N/A,N/A,0,260.359004,N/A,0,1.938308323,13.29,5.98
FLYW,Flywire Corp,N/A,27.66,0,N/A,N/A,0,3275.261205,N/A,0,1.733048524,35.8,17.16
FMAO,Farmers & Merchants Bancorp Inc.,Financial Services,17.22,0.048780488,0,0.069610376,0.816059624,234.787037,0,N/A,1.21123476,29.07,16.61
FMBH,First Mid Bancshares Inc.,Financial Services,26.89,0.034213462,N/A,N/A,0.898767409,552.315652,0,N/A,0.970380184,35.42,21.01
FMNB,Farmers National Banc Corp.,Financial Services,11.03,0.059431525,0.0625,0.162711015,0.655529721,413.48911,0,N/A,0.963430585,14.31,10.25
FN,Fabrinet,Technology,173.18,0,N/A,N/A,0,6267.530883,25.28117075,0,1.0931786,183.74,90.19
FNA,Paragon 28 Inc,N/A,9.18,0,N/A,N/A,0,757.763816,N/A,0,1.093028116,21.49,9.04
FNKO,Funko Inc,Consumer Cyclical,7.53,0,N/A,N/A,0,365.265187,N/A,0,1.09126126,22.77,5.27
FNLC,First Bancorp Inc (ME),Financial Services,23.23,0.070406269,0.029411765,0.03832667,1.635537636,257.527943,7.431620426,0.522535986,0.740320772,29.13,21.23
FOA,Finance of America Companies Inc,N/A,1.06,0,N/A,N/A,0,93.042884,0,N/A,0.886835606,2.25,1.01
FOCS,Focus Financial Partners Inc,Financial Services,52.99,0,N/A,N/A,0,0,0,N/A,,,
FOLD,Amicus Therapeutics Inc,Healthcare,10.44,0,N/A,N/A,0,2997.542582,N/A,0,0.795004269,14.1,9.1
FOR,Forestar Group Inc,Real Estate,25.16,0,N/A,N/A,0,1255.577419,8.641276112,0,0.943830146,31.43,10.28
FORG,ForgeRock Inc,N/A,23.21,0,N/A,N/A,0,1226.711678,N/A,0,0.214752796,23.8,14.13
FORM,FormFactor Inc.,Technology,33.87,0,N/A,N/A,0,2630.221184,N/A,0,1.607537866,37.74,18.15
FORR,Forrester Research Inc.,Industrials,28.65,0,N/A,N/A,0,552.838909,110.2810511,0,0.915097455,42.86,22.62
FOSL,Fossil Group Inc,Consumer Cyclical,1.67,0,N/A,N/A,0,87.61578,N/A,0,2.183616047,6.08,1.61
FOXF,Fox Factory Holding Corp,Consumer Cyclical,92.08,0,N/A,N/A,0,3901.20824,21.06120022,0,1.543447878,127.54,73.05
FPI,Farmland Partners Inc,Real Estate,10.52,0.022625029,0,0.037137289,0.238015308,513.765135,0,N/A,0.717843809,14.06,9.28
FRBA,First Bank (NJ),Financial Services,11.26,0.021047934,0,0.148698355,0.236999737,220.350701,0,N/A,0.79076465,15.83,8.45
FRBK,"Republic First Bancorp, Inc.",Financial Services,0.1,0,N/A,N/A,0,7.018341,0.461156495,0,,0.7,0.1
FREE,Whole Earth Brands Inc,N/A,3.29,0,N/A,N/A,0,140.703789,N/A,0,1.056247456,4.72,2.09
FRG,Franchise Group Inc,Consumer Cyclical,29.88,0,N/A,N/A,1.875,0,0,N/A,,,
FRME,First Merchants Corp.,Financial Services,27.3,0.046868236,0.0625,0.090966079,1.279502831,1630.539565,6.330274966,0.29549719,0.944794906,42.25,23.35
FRO,Frontline Plc,Energy,20.61,0.118387063,N/A,N/A,2.43995737,4588.257742,5.544105963,0.65767045,0.811403444,21.04,9.18
FRPH,FRP Holdings Inc,Real Estate,55.28,0,N/A,N/A,0,524.920803,119.3273024,0,0.718290395,61.81,52.45
FRST,Primis Financial Corp,N/A,7.92,0.049197486,0,0.021295688,0.389644089,195.519171,0,N/A,0.872098455,12.45,6.77
FSBC,Five Star Bancorp,Financial Services,19.46,0.035218095,N/A,N/A,0.685344129,335.828167,6.600915308,0.231535179,0.86318889,30.08,17.45
FSLY,Fastly Inc,Technology,14.7,0,N/A,N/A,0,1899.24,N/A,0,2.503864953,24.31,7.15
FSP,Franklin Street Properties Corp.,Real Estate,1.76,0.022520509,0,-0.355605985,0.039636096,182.037421,21.8061118,0.490545737,1.168309989,3.15,1.12
FSR,Fisker Inc,N/A,6.21,0,N/A,N/A,0,1309.279686,N/A,0,1.854941002,8.85,4.26
FSS,Federal Signal Corp.,Industrials,60.2,0.006296401,0.111111111,0.045639553,0.379043337,3671.759577,27.38075747,0.173079149,0.923462453,65.22,42.42
FTCI,FTC Solar Inc,N/A,1.31,0,N/A,N/A,0,154.72289,N/A,0,1.917284703,3.87,1.07
FTDR,Frontdoor Inc.,Consumer Cyclical,30.79,0,N/A,N/A,0,2473.605142,19.32504017,0,0.934609329,38.97,19.06
FUBO,fuboTV Inc,N/A,2.34,0,N/A,N/A,0,682.929,0,N/A,2.987036332,4.73,0.96
FUL,H.B. Fuller Company,Basic Materials,70.37,0.011652693,N/A,N/A,0.786719917,3801.492814,25.64694526,0.295759367,1.104100718,80.73,61.7
FULC,Fulcrum Therapeutics Inc,Healthcare,3.89,0,N/A,N/A,0,240.489735,N/A,0,1.225808375,15,2.25
FULT,Fulton Financial Corp.,Financial Services,12.08,0.052980132,1.666666667,0.319507911,0.598876881,1981.472833,6.823794008,0.348184233,1.116929561,17.53,9.15
FVCB,FVCBankcorp Inc,Financial Services,11.65,0,N/A,N/A,0,207.395024,0,N/A,0.580590612,16.74,8.3
FWRD,Forward Air Corp.,Industrials,72.03,0.013252067,0,0.059223841,0.954546421,1850.861919,12.20225155,0.166878745,1.045697083,120.95,60.09
FWRG,First Watch Restaurant Group Inc,N/A,16.37,0,N/A,N/A,0,974.015,57.70572901,0,0.791009671,20.31,12.75
FXLV,F45 Training Holdings Inc,N/A,0.0975,0,N/A,N/A,0,0,0,N/A,,,
GABC,German American Bancorp Inc,Financial Services,26.18,0.036825317,0.086956522,0.107566343,0.964086804,774.227502,8.420916694,0.309002181,0.769699699,39.52,25.35
